"TIME","GEO","AGE","SEX","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2017","Belgium","75 years or over","Total","Median equivalised net income","Euro","17,630",""
"2017","Belgium","75 years or over","Total","Median equivalised net income","National currency","17,630",""
"2017","Belgium","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","16,211",""
"2017","Bulgaria","Total","Total","Median equivalised net income","Euro","3,590",""
"2017","Bulgaria","Total","Total","Median equivalised net income","National currency","7,022",""
"2017","Bulgaria","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","7,533",""
"2017","Bulgaria","Less than 6 years","Total","Median equivalised net income","Euro","3,224",""
"2017","Bulgaria","Less than 6 years","Total","Median equivalised net income","National currency","6,305",""
"2017","Bulgaria","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,764",""
"2017","Bulgaria","From 6 to 10 years","Total","Median equivalised net income","Euro",":",""
"2017","Bulgaria","From 6 to 10 years","Total","Median equivalised net income","National currency",":",""
"2017","Bulgaria","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Bulgaria","From 6 to 11 years","Total","Median equivalised net income","Euro","3,265",""
"2017","Bulgaria","From 6 to 11 years","Total","Median equivalised net income","National currency","6,386",""
"2017","Bulgaria","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,851",""
"2017","Bulgaria","From 11 to 15 years","Total","Median equivalised net income","Euro",":",""
"2017","Bulgaria","From 11 to 15 years","Total","Median equivalised net income","National currency",":",""
"2017","Bulgaria","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Bulgaria","From 12 to 17 years","Total","Median equivalised net income","Euro","3,162",""
"2017","Bulgaria","From 12 to 17 years","Total","Median equivalised net income","National currency","6,184",""
"2017","Bulgaria","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,634",""
"2017","Bulgaria","Less than 16 years","Total","Median equivalised net income","Euro","3,229",""
"2017","Bulgaria","Less than 16 years","Total","Median equivalised net income","National currency","6,316",""
"2017","Bulgaria","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,776",""
"2017","Bulgaria","From 16 to 24 years","Total","Median equivalised net income","Euro","3,419",""
"2017","Bulgaria","From 16 to 24 years","Total","Median equivalised net income","National currency","6,687",""
"2017","Bulgaria","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,173",""
"2017","Bulgaria","From 16 to 64 years","Total","Median equivalised net income","Euro","4,053",""
"2017","Bulgaria","From 16 to 64 years","Total","Median equivalised net income","National currency","7,927",""
"2017","Bulgaria","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,504",""
"2017","Bulgaria","16 years or over","Total","Median equivalised net income","Euro","3,640",""
"2017","Bulgaria","16 years or over","Total","Median equivalised net income","National currency","7,118",""
"2017","Bulgaria","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","7,637",""
"2017","Bulgaria","Less than 18 years","Total","Median equivalised net income","Euro","3,217",""
"2017","Bulgaria","Less than 18 years","Total","Median equivalised net income","National currency","6,291",""
"2017","Bulgaria","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,749",""
"2017","Bulgaria","From 18 to 24 years","Total","Median equivalised net income","Euro","3,503",""
"2017","Bulgaria","From 18 to 24 years","Total","Median equivalised net income","National currency","6,851",""
"2017","Bulgaria","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,350",""
"2017","Bulgaria","From 18 to 64 years","Total","Median equivalised net income","Euro","4,089",""
"2017","Bulgaria","From 18 to 64 years","Total","Median equivalised net income","National currency","7,998",""
"2017","Bulgaria","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,580",""
"2017","Bulgaria","18 years or over","Total","Median equivalised net income","Euro","3,649",""
"2017","Bulgaria","18 years or over","Total","Median equivalised net income","National currency","7,137",""
"2017","Bulgaria","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","7,656",""
"2017","Bulgaria","From 25 to 49 years","Total","Median equivalised net income","Euro","4,055",""
"2017","Bulgaria","From 25 to 49 years","Total","Median equivalised net income","National currency","7,932",""
"2017","Bulgaria","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,509",""
"2017","Bulgaria","From 25 to 54 years","Total","Median equivalised net income","Euro","4,103",""
"2017","Bulgaria","From 25 to 54 years","Total","Median equivalised net income","National currency","8,025",""
"2017","Bulgaria","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,609",""
"2017","Bulgaria","From 50 to 64 years","Total","Median equivalised net income","Euro","4,303",""
"2017","Bulgaria","From 50 to 64 years","Total","Median equivalised net income","National currency","8,416",""
"2017","Bulgaria","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,029",""
"2017","Bulgaria","From 55 to 64 years","Total","Median equivalised net income","Euro","4,208",""
"2017","Bulgaria","From 55 to 64 years","Total","Median equivalised net income","National currency","8,230",""
"2017","Bulgaria","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,829",""
"2017","Bulgaria","Less than 60 years","Total","Median equivalised net income","Euro","3,873",""
"2017","Bulgaria","Less than 60 years","Total","Median equivalised net income","National currency","7,575",""
"2017","Bulgaria","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,126",""
"2017","Bulgaria","60 years or over","Total","Median equivalised net income","Euro","2,961",""
"2017","Bulgaria","60 years or over","Total","Median equivalised net income","National currency","5,792",""
"2017","Bulgaria","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","6,213",""
"2017","Bulgaria","Less than 65 years","Total","Median equivalised net income","Euro","3,890",""
"2017","Bulgaria","Less than 65 years","Total","Median equivalised net income","National currency","7,607",""
"2017","Bulgaria","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,161",""
"2017","Bulgaria","From 65 to 74 years","Total","Median equivalised net income","Euro",":",""
"2017","Bulgaria","From 65 to 74 years","Total","Median equivalised net income","National currency",":",""
"2017","Bulgaria","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Bulgaria","65 years or over","Total","Median equivalised net income","Euro","2,752",""
"2017","Bulgaria","65 years or over","Total","Median equivalised net income","National currency","5,383",""
"2017","Bulgaria","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","5,774",""
"2017","Bulgaria","Less than 75 years","Total","Median equivalised net income","Euro","3,741",""
"2017","Bulgaria","Less than 75 years","Total","Median equivalised net income","National currency","7,317",""
"2017","Bulgaria","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,850",""
"2017","Bulgaria","75 years or over","Total","Median equivalised net income","Euro","2,425",""
"2017","Bulgaria","75 years or over","Total","Median equivalised net income","National currency","4,743",""
"2017","Bulgaria","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","5,088",""
"2017","Czechia","Total","Total","Median equivalised net income","Euro","8,282",""
"2017","Czechia","Total","Total","Median equivalised net income","National currency","223,891",""
"2017","Czechia","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","12,641",""
"2017","Czechia","Less than 6 years","Total","Median equivalised net income","Euro","8,350",""
"2017","Czechia","Less than 6 years","Total","Median equivalised net income","National currency","225,745",""
"2017","Czechia","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,746",""
"2017","Czechia","From 6 to 10 years","Total","Median equivalised net income","Euro",":",""
"2017","Czechia","From 6 to 10 years","Total","Median equivalised net income","National currency",":",""
"2017","Czechia","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Czechia","From 6 to 11 years","Total","Median equivalised net income","Euro","8,285",""
"2017","Czechia","From 6 to 11 years","Total","Median equivalised net income","National currency","223,971",""
"2017","Czechia","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,645",""
"2017","Czechia","From 11 to 15 years","Total","Median equivalised net income","Euro",":",""
"2017","Czechia","From 11 to 15 years","Total","Median equivalised net income","National currency",":",""
"2017","Czechia","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Czechia","From 12 to 17 years","Total","Median equivalised net income","Euro","7,888",""
"2017","Czechia","From 12 to 17 years","Total","Median equivalised net income","National currency","213,257",""
"2017","Czechia","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,040",""
"2017","Czechia","Less than 16 years","Total","Median equivalised net income","Euro","8,261",""
"2017","Czechia","Less than 16 years","Total","Median equivalised net income","National currency","223,321",""
"2017","Czechia","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,609",""
"2017","Czechia","From 16 to 24 years","Total","Median equivalised net income","Euro","8,196",""
"2017","Czechia","From 16 to 24 years","Total","Median equivalised net income","National currency","221,575",""
"2017","Czechia","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,510",""
"2017","Czechia","From 16 to 64 years","Total","Median equivalised net income","Euro","8,937",""
"2017","Czechia","From 16 to 64 years","Total","Median equivalised net income","National currency","241,590",""
"2017","Czechia","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,640",""
"2017","Czechia","16 years or over","Total","Median equivalised net income","Euro","8,286",""
"2017","Czechia","16 years or over","Total","Median equivalised net income","National currency","224,007",""
"2017","Czechia","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","12,647",""
"2017","Czechia","Less than 18 years","Total","Median equivalised net income","Euro","8,221",""
"2017","Czechia","Less than 18 years","Total","Median equivalised net income","National currency","222,237",""
"2017","Czechia","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,547",""
"2017","Czechia","From 18 to 24 years","Total","Median equivalised net income","Euro","8,324",""
"2017","Czechia","From 18 to 24 years","Total","Median equivalised net income","National currency","225,020",""
"2017","Czechia","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,705",""
"2017","Czechia","From 18 to 64 years","Total","Median equivalised net income","Euro","9,000",""
"2017","Czechia","From 18 to 64 years","Total","Median equivalised net income","National currency","243,318",""
"2017","Czechia","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,738",""
"2017","Czechia","18 years or over","Total","Median equivalised net income","Euro","8,301",""
"2017","Czechia","18 years or over","Total","Median equivalised net income","National currency","224,410",""
"2017","Czechia","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","12,670",""
"2017","Czechia","From 25 to 49 years","Total","Median equivalised net income","Euro","9,147",""
"2017","Czechia","From 25 to 49 years","Total","Median equivalised net income","National currency","247,275",""
"2017","Czechia","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,961",""
"2017","Czechia","From 25 to 54 years","Total","Median equivalised net income","Euro","9,180",""
"2017","Czechia","From 25 to 54 years","Total","Median equivalised net income","National currency","248,181",""
"2017","Czechia","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,012",""
"2017","Czechia","From 50 to 64 years","Total","Median equivalised net income","Euro","8,942",""
"2017","Czechia","From 50 to 64 years","Total","Median equivalised net income","National currency","241,747",""
"2017","Czechia","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,649",""
"2017","Czechia","From 55 to 64 years","Total","Median equivalised net income","Euro","8,764",""
"2017","Czechia","From 55 to 64 years","Total","Median equivalised net income","National currency","236,939",""
"2017","Czechia","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,378",""
"2017","Czechia","Less than 60 years","Total","Median equivalised net income","Euro","8,855",""
"2017","Czechia","Less than 60 years","Total","Median equivalised net income","National currency","239,388",""
"2017","Czechia","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,516",""
"2017","Czechia","60 years or over","Total","Median equivalised net income","Euro","7,026",""
"2017","Czechia","60 years or over","Total","Median equivalised net income","National currency","189,935",""
"2017","Czechia","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","10,724",""
"2017","Czechia","Less than 65 years","Total","Median equivalised net income","Euro","8,806",""
"2017","Czechia","Less than 65 years","Total","Median equivalised net income","National currency","238,052",""
"2017","Czechia","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,440",""
"2017","Czechia","From 65 to 74 years","Total","Median equivalised net income","Euro",":",""
"2017","Czechia","From 65 to 74 years","Total","Median equivalised net income","National currency",":",""
"2017","Czechia","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Czechia","65 years or over","Total","Median equivalised net income","Euro","6,728",""
"2017","Czechia","65 years or over","Total","Median equivalised net income","National currency","181,891",""
"2017","Czechia","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","10,270",""
"2017","Czechia","Less than 75 years","Total","Median equivalised net income","Euro","8,483",""
"2017","Czechia","Less than 75 years","Total","Median equivalised net income","National currency","229,341",""
"2017","Czechia","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,949",""
"2017","Czechia","75 years or over","Total","Median equivalised net income","Euro","6,412",""
"2017","Czechia","75 years or over","Total","Median equivalised net income","National currency","173,333",""
"2017","Czechia","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","9,786",""
"2017","Denmark","Total","Total","Median equivalised net income","Euro","29,383",""
"2017","Denmark","Total","Total","Median equivalised net income","National currency","218,764",""
"2017","Denmark","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","20,955",""
"2017","Denmark","Less than 6 years","Total","Median equivalised net income","Euro","30,352",""
"2017","Denmark","Less than 6 years","Total","Median equivalised net income","National currency","225,979",""
"2017","Denmark","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","21,646",""
"2017","Denmark","From 6 to 10 years","Total","Median equivalised net income","Euro",":",""
"2017","Denmark","From 6 to 10 years","Total","Median equivalised net income","National currency",":",""
"2017","Denmark","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Denmark","From 6 to 11 years","Total","Median equivalised net income","Euro","31,491",""
"2017","Denmark","From 6 to 11 years","Total","Median equivalised net income","National currency","234,458",""
"2017","Denmark","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","22,458",""
"2017","Denmark","From 11 to 15 years","Total","Median equivalised net income","Euro",":",""
"2017","Denmark","From 11 to 15 years","Total","Median equivalised net income","National currency",":",""
"2017","Denmark","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Denmark","From 12 to 17 years","Total","Median equivalised net income","Euro","28,568",""
"2017","Denmark","From 12 to 17 years","Total","Median equivalised net income","National currency","212,694",""
"2017","Denmark","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,374",""
"2017","Denmark","Less than 16 years","Total","Median equivalised net income","Euro","30,438",""
"2017","Denmark","Less than 16 years","Total","Median equivalised net income","National currency","226,614",""
"2017","Denmark","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","21,707",""
"2017","Denmark","From 16 to 24 years","Total","Median equivalised net income","Euro","23,484",""
"2017","Denmark","From 16 to 24 years","Total","Median equivalised net income","National currency","174,843",""
"2017","Denmark","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,748",""
"2017","Denmark","From 16 to 64 years","Total","Median equivalised net income","Euro","31,149",""
"2017","Denmark","From 16 to 64 years","Total","Median equivalised net income","National currency","231,909",""
"2017","Denmark","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","22,214",""
"2017","Denmark","16 years or over","Total","Median equivalised net income","Euro","29,052",""
"2017","Denmark","16 years or over","Total","Median equivalised net income","National currency","216,302",""
"2017","Denmark","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","20,719",""
"2017","Denmark","Less than 18 years","Total","Median equivalised net income","Euro","30,315",""
"2017","Denmark","Less than 18 years","Total","Median equivalised net income","National currency","225,704",""
"2017","Denmark","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","21,620",""
"2017","Denmark","From 18 to 24 years","Total","Median equivalised net income","Euro","21,197",""
"2017","Denmark","From 18 to 24 years","Total","Median equivalised net income","National currency","157,813",""
"2017","Denmark","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,117",""
"2017","Denmark","From 18 to 64 years","Total","Median equivalised net income","Euro","31,298",""
"2017","Denmark","From 18 to 64 years","Total","Median equivalised net income","National currency","233,021",""
"2017","Denmark","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","22,321",""
"2017","Denmark","18 years or over","Total","Median equivalised net income","Euro","29,067",""
"2017","Denmark","18 years or over","Total","Median equivalised net income","National currency","216,409",""
"2017","Denmark","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","20,730",""
"2017","Denmark","From 25 to 49 years","Total","Median equivalised net income","Euro","31,431",""
"2017","Denmark","From 25 to 49 years","Total","Median equivalised net income","National currency","234,011",""
"2017","Denmark","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","22,416",""
"2017","Denmark","From 25 to 54 years","Total","Median equivalised net income","Euro","32,239",""
"2017","Denmark","From 25 to 54 years","Total","Median equivalised net income","National currency","240,023",""
"2017","Denmark","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","22,992",""
"2017","Denmark","From 50 to 64 years","Total","Median equivalised net income","Euro","35,286",""
"2017","Denmark","From 50 to 64 years","Total","Median equivalised net income","National currency","262,712",""
"2017","Denmark","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","25,165",""
"2017","Denmark","From 55 to 64 years","Total","Median equivalised net income","Euro","34,838",""
"2017","Denmark","From 55 to 64 years","Total","Median equivalised net income","National currency","259,377",""
"2017","Denmark","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","24,846",""
"2017","Denmark","Less than 60 years","Total","Median equivalised net income","Euro","30,705",""
"2017","Denmark","Less than 60 years","Total","Median equivalised net income","National currency","228,608",""
"2017","Denmark","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","21,898",""
"2017","Denmark","60 years or over","Total","Median equivalised net income","Euro","25,294",""
"2017","Denmark","60 years or over","Total","Median equivalised net income","National currency","188,317",""
"2017","Denmark","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","18,039",""
"2017","Denmark","Less than 65 years","Total","Median equivalised net income","Euro","30,937",""
"2017","Denmark","Less than 65 years","Total","Median equivalised net income","National currency","230,329",""
"2017","Denmark","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","22,063",""
"2017","Denmark","From 65 to 74 years","Total","Median equivalised net income","Euro",":",""
"2017","Denmark","From 65 to 74 years","Total","Median equivalised net income","National currency",":",""
"2017","Denmark","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Denmark","65 years or over","Total","Median equivalised net income","Euro","23,871",""
"2017","Denmark","65 years or over","Total","Median equivalised net income","National currency","177,721",""
"2017","Denmark","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,024",""
"2017","Denmark","Less than 75 years","Total","Median equivalised net income","Euro","30,218",""
"2017","Denmark","Less than 75 years","Total","Median equivalised net income","National currency","224,980",""
"2017","Denmark","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","21,551",""
"2017","Denmark","75 years or over","Total","Median equivalised net income","Euro","22,336",""
"2017","Denmark","75 years or over","Total","Median equivalised net income","National currency","166,299",""
"2017","Denmark","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","15,930",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Median equivalised net income","Euro","21,920",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Median equivalised net income","National currency","21,920",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","21,331",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 6 years","Total","Median equivalised net income","Euro","22,150",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 6 years","Total","Median equivalised net income","National currency","22,150",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","21,555",""
"2017","Germany (until 1990 former territory of the FRG)","From 6 to 10 years","Total","Median equivalised net income","Euro",":",""
"2017","Germany (until 1990 former territory of the FRG)","From 6 to 10 years","Total","Median equivalised net income","National currency",":",""
"2017","Germany (until 1990 former territory of the FRG)","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Germany (until 1990 former territory of the FRG)","From 6 to 11 years","Total","Median equivalised net income","Euro","20,444",""
"2017","Germany (until 1990 former territory of the FRG)","From 6 to 11 years","Total","Median equivalised net income","National currency","20,444",""
"2017","Germany (until 1990 former territory of the FRG)","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,895",""
"2017","Germany (until 1990 former territory of the FRG)","From 11 to 15 years","Total","Median equivalised net income","Euro",":",""
"2017","Germany (until 1990 former territory of the FRG)","From 11 to 15 years","Total","Median equivalised net income","National currency",":",""
"2017","Germany (until 1990 former territory of the FRG)","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Germany (until 1990 former territory of the FRG)","From 12 to 17 years","Total","Median equivalised net income","Euro","20,215",""
"2017","Germany (until 1990 former territory of the FRG)","From 12 to 17 years","Total","Median equivalised net income","National currency","20,215",""
"2017","Germany (until 1990 former territory of the FRG)","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,672",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 16 years","Total","Median equivalised net income","Euro","21,010",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 16 years","Total","Median equivalised net income","National currency","21,010",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,445",""
"2017","Germany (until 1990 former territory of the FRG)","From 16 to 24 years","Total","Median equivalised net income","Euro","20,169",""
"2017","Germany (until 1990 former territory of the FRG)","From 16 to 24 years","Total","Median equivalised net income","National currency","20,169",""
"2017","Germany (until 1990 former territory of the FRG)","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,627",""
"2017","Germany (until 1990 former territory of the FRG)","From 16 to 64 years","Total","Median equivalised net income","Euro","23,181",""
"2017","Germany (until 1990 former territory of the FRG)","From 16 to 64 years","Total","Median equivalised net income","National currency","23,181",""
"2017","Germany (until 1990 former territory of the FRG)","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","22,558",""
"2017","Germany (until 1990 former territory of the FRG)","16 years or over","Total","Median equivalised net income","Euro","22,132",""
"2017","Germany (until 1990 former territory of the FRG)","16 years or over","Total","Median equivalised net income","National currency","22,132",""
"2017","Germany (until 1990 former territory of the FRG)","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","21,538",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 18 years","Total","Median equivalised net income","Euro","20,943",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 18 years","Total","Median equivalised net income","National currency","20,943",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,380",""
"2017","Germany (until 1990 former territory of the FRG)","From 18 to 24 years","Total","Median equivalised net income","Euro","20,109",""
"2017","Germany (until 1990 former territory of the FRG)","From 18 to 24 years","Total","Median equivalised net income","National currency","20,109",""
"2017","Germany (until 1990 former territory of the FRG)","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,568",""
"2017","Germany (until 1990 former territory of the FRG)","From 18 to 64 years","Total","Median equivalised net income","Euro","23,270",""
"2017","Germany (until 1990 former territory of the FRG)","From 18 to 64 years","Total","Median equivalised net income","National currency","23,270",""
"2017","Germany (until 1990 former territory of the FRG)","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","22,645",""
"2017","Germany (until 1990 former territory of the FRG)","18 years or over","Total","Median equivalised net income","Euro","22,175",""
"2017","Germany (until 1990 former territory of the FRG)","18 years or over","Total","Median equivalised net income","National currency","22,175",""
"2017","Germany (until 1990 former territory of the FRG)","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","21,579",""
"2017","Germany (until 1990 former territory of the FRG)","From 25 to 49 years","Total","Median equivalised net income","Euro","23,459",""
"2017","Germany (until 1990 former territory of the FRG)","From 25 to 49 years","Total","Median equivalised net income","National currency","23,459",""
"2017","Germany (until 1990 former territory of the FRG)","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","22,829",""
"2017","Germany (until 1990 former territory of the FRG)","From 25 to 54 years","Total","Median equivalised net income","Euro","23,758",""
"2017","Germany (until 1990 former territory of the FRG)","From 25 to 54 years","Total","Median equivalised net income","National currency","23,758",""
"2017","Germany (until 1990 former territory of the FRG)","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","23,120",""
"2017","Germany (until 1990 former territory of the FRG)","From 50 to 64 years","Total","Median equivalised net income","Euro","24,107",""
"2017","Germany (until 1990 former territory of the FRG)","From 50 to 64 years","Total","Median equivalised net income","National currency","24,107",""
"2017","Germany (until 1990 former territory of the FRG)","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","23,459",""
"2017","Germany (until 1990 former territory of the FRG)","From 55 to 64 years","Total","Median equivalised net income","Euro","23,437",""
"2017","Germany (until 1990 former territory of the FRG)","From 55 to 64 years","Total","Median equivalised net income","National currency","23,437",""
"2017","Germany (until 1990 former territory of the FRG)","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","22,808",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 60 years","Total","Median equivalised net income","Euro","22,859",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 60 years","Total","Median equivalised net income","National currency","22,859",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","22,244",""
"2017","Germany (until 1990 former territory of the FRG)","60 years or over","Total","Median equivalised net income","Euro","19,635",""
"2017","Germany (until 1990 former territory of the FRG)","60 years or over","Total","Median equivalised net income","National currency","19,635",""
"2017","Germany (until 1990 former territory of the FRG)","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","19,107",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 65 years","Total","Median equivalised net income","Euro","22,780",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 65 years","Total","Median equivalised net income","National currency","22,780",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","22,168",""
"2017","Germany (until 1990 former territory of the FRG)","From 65 to 74 years","Total","Median equivalised net income","Euro",":",""
"2017","Germany (until 1990 former territory of the FRG)","From 65 to 74 years","Total","Median equivalised net income","National currency",":",""
"2017","Germany (until 1990 former territory of the FRG)","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Germany (until 1990 former territory of the FRG)","65 years or over","Total","Median equivalised net income","Euro","19,267",""
"2017","Germany (until 1990 former territory of the FRG)","65 years or over","Total","Median equivalised net income","National currency","19,267",""
"2017","Germany (until 1990 former territory of the FRG)","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","18,749",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 75 years","Total","Median equivalised net income","Euro","22,326",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 75 years","Total","Median equivalised net income","National currency","22,326",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","21,726",""
